Url,Duplicates
https://en.wikipedia.org/wiki/Space_science,0
https://en.wikipedia.org/wiki/Robotic_spacecraft,1
https://en.wikipedia.org/wiki/Launch_Services_Program,0
https://en.wikipedia.org/wiki/Uncrewed_NASA_missions,0
https://en.wikipedia.org/wiki/U.S._Air_Force,1
https://en.wikipedia.org/wiki/U.S._Army,0
https://en.wikipedia.org/wiki/U.S._Navy,0
https://en.wikipedia.org/wiki/Naval_Research_Laboratory,0
https://en.wikipedia.org/wiki/Eisenhower_Administration,0
https://en.wikipedia.org/wiki/Advanced_Research_Projects_Agency,0
https://en.wikipedia.org/wiki/Natural_phenomena,0
https://en.wikipedia.org/wiki/Earth%27s_location_in_the_universe,0
https://en.wikipedia.org/wiki/Spacefaring,0
https://en.wikipedia.org/wiki/Remotely_operated_vehicle,0
https://en.wikipedia.org/wiki/Autonomous_vehicle,0
https://en.wikipedia.org/wiki/Space_observatory,0
https://en.wikipedia.org/wiki/Uncrewed_resupply_spacecraft,0
https://en.wikipedia.org/wiki/Suborbital_spaceflight,0
https://en.wikipedia.org/wiki/Payload_(air_and_space_craft),0
https://en.wikipedia.org/wiki/JPL,1
https://en.wikipedia.org/wiki/Photovoltaic,0
https://en.wikipedia.org/wiki/Pyrotechnic,0
https://en.wikipedia.org/wiki/Mars_Exploration_Rovers,0
https://en.wikipedia.org/wiki/Reagan_Test_Site,0
https://en.wikipedia.org/wiki/Kodiak_Launch_Complex,0
https://en.wikipedia.org/wiki/Cygnus_CRS_Orb-1,0
https://en.wikipedia.org/wiki/CRYOTE,0
https://en.wikipedia.org/wiki/STEM_fields,0
https://en.wikipedia.org/wiki/Analex,0
https://en.wikipedia.org/wiki/California_Polytechnic_State_University,1
https://en.wikipedia.org/wiki/TJ3Sat,0
https://en.wikipedia.org/wiki/Delta_rocket,0
https://en.wikipedia.org/wiki/Metallized_polyethylene_terephthalate,0
https://en.wikipedia.org/wiki/Thor_Agena,0
https://en.wikipedia.org/wiki/Uncrewed_space_mission,0
https://en.wikipedia.org/wiki/Bell_Telephone_Laboratories,0
https://en.wikipedia.org/wiki/Transistors,0
https://en.wikipedia.org/wiki/Traveling_wave_tube,0
https://en.wikipedia.org/wiki/Space_probe,0
https://en.wikipedia.org/wiki/Planetary_flyby,0
https://en.wikipedia.org/wiki/Orbiter,0
https://en.wikipedia.org/wiki/Signal_Corps_(United_States_Army),0
https://en.wikipedia.org/wiki/Air_support,0
https://en.wikipedia.org/wiki/ICBM,0
https://en.wikipedia.org/wiki/Active_duty_personnel,0
https://en.wikipedia.org/wiki/Continental_United_States,0
https://en.wikipedia.org/wiki/Broken_Arrow_incident,0
https://en.wikipedia.org/wiki/U.S._Army_Air_Forces,0
https://en.wikipedia.org/wiki/USAAF,0
https://en.wikipedia.org/wiki/Department_of_the_Air_Force,0
https://en.wikipedia.org/wiki/W._Stuart_Symington,0
https://en.wikipedia.org/wiki/United_States_Constitution,0
https://en.wikipedia.org/wiki/Military_officer,0
https://en.wikipedia.org/wiki/Combatant_commander,0
https://en.wikipedia.org/wiki/Brigade_Modernization_Command,0
https://en.wikipedia.org/wiki/Army_Futures_Command,0
https://en.wikipedia.org/wiki/Armored_forces,0
https://en.wikipedia.org/wiki/Air_assault_infantry,0
https://en.wikipedia.org/wiki/Special_operations_forces,0
https://en.wikipedia.org/wiki/Early_Modern_France,0
https://en.wikipedia.org/wiki/US_state,0
https://en.wikipedia.org/wiki/Mediterranean,0
https://en.wikipedia.org/wiki/Military_of_the_United_States,0
https://en.wikipedia.org/wiki/Sea_control,0
https://en.wikipedia.org/wiki/U.S._Revenue_Cutter_Service,0
https://en.wikipedia.org/wiki/U.S._Coast_Guard,0
https://en.wikipedia.org/wiki/Robert_Stockton,0
https://en.wikipedia.org/wiki/United_States_foreign_policy,0
https://en.wikipedia.org/wiki/Commodore_(USN),0
https://en.wikipedia.org/wiki/Matthew_Perry_(naval_officer),0
https://en.wikipedia.org/wiki/Technologically_obsolete,0
https://en.wikipedia.org/wiki/Plasma_physics,0
https://en.wikipedia.org/wiki/Electronic_warfare,0
https://en.wikipedia.org/wiki/Vanguard_I,0
https://en.wikipedia.org/wiki/Vanguard_II,0
https://en.wikipedia.org/wiki/Intelligence_satellite,0
https://en.wikipedia.org/wiki/Hurricane_Weather_Research_and_Forecasting_model,0
https://en.wikipedia.org/wiki/Magnetic_material,0
https://en.wikipedia.org/wiki/Nanomaterial,0
https://en.wikipedia.org/wiki/Guadalcanal_Campaign,0
"https://en.wikipedia.org/wiki/Identification,_friend_or_foe",0
https://en.wikipedia.org/wiki/Divided_highway,0
https://en.wikipedia.org/wiki/Segregation_in_the_United_States,0
https://en.wikipedia.org/wiki/Reconstruction_Era,1
https://en.wikipedia.org/wiki/Landslide_election,0
https://en.wikipedia.org/wiki/Social_welfare,0
https://en.wikipedia.org/wiki/New_Hampshire_primary,0
https://en.wikipedia.org/wiki/Whistle_stop_train_tour,0
https://en.wikipedia.org/wiki/United_Nations_Charter,0
https://en.wikipedia.org/wiki/Arthur_E._Summerfield,0
"https://en.wikipedia.org/wiki/United_States_Department_of_Health,_Education,_and_Welfare",0
https://en.wikipedia.org/wiki/U.S._military,0
https://en.wikipedia.org/wiki/Sputnik,0
https://en.wikipedia.org/wiki/Ballistic_missile_defense,0
https://en.wikipedia.org/wiki/Nuclear_test,0
https://en.wikipedia.org/wiki/Behavioral_sciences,0
https://en.wikipedia.org/wiki/MIT,0
https://en.wikipedia.org/wiki/Project_MAC,0
https://en.wikipedia.org/wiki/Very-large-scale_integration,0
https://en.wikipedia.org/wiki/Cyber_Grand_Challenge,0
https://en.wikipedia.org/wiki/Anti-tank_weapon,0
